Author	Species	Plant_taxonomy	Plant_type	Longitude	Latitude	Elevation	Measurement_year	Vcmax_reported	Jmax_reported 	Vcmax_25C	Jmax_25C	Leaf_N 	Leaf_P	SLA	Needle_age	Treatment_CO2	Treatment_N	Treatment_P	Treatment_light	Treatment_other	Treatment_other_levels	Measurement_temperature	Photosynthetic_reference	Kinetic_reference	Km	Kc	Ko	Tau	Gamma_star	Wj_reference	J_reference	J_flag	Irradiance	Alpha	Theta	O2_reported	Notes
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	38.27	86.59	46.27	66.26	1.83	-9999.99	0.013	<1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	45.4	92.8	43.98	62.85	1.76	-9999.99	0.013	not applicable	amb	unfertilised	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	50.6	112.6	49.02	74.65	2.01	-9999.99	0.013	not applicable	ele	unfertilised	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	75.7	153.7	73.34	98.07	2.57	-9999.99	0.013	not applicable	ele	unfertilised	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	77	151.1	74.59	96.63	2.56	-9999.99	0.013	not applicable	amb	unfertilised	not applicable	upper	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	8	27.6	28.07	47.47	1.1	-9999.99	0.014	not applicable	ele	low	not applicable	shade	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	19	68.4	66.66	116.69	2.3	-9999.99	0.014	not applicable	ele	high	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	20	75.9	70.17	129.2	2	-9999.99	0.014	not applicable	amb	low	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	31.2	93.6	109.46	158.34	2.5	-9999.99	0.014	not applicable	amb	high	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 91)	G	E	26.55	58.42	65	2000	37.35	-9999.99	78.08	-9999.99	1.52	-9999.99	0.014	not applicable	not applicable	unfertilised	unfertilised	shade	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 83)	G	E	26.55	58.42	65	2000	61.29	-9999.99	128.12	-9999.99	2.36	-9999.99	0.014	not applicable	not applicable	fertilised	fertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	48.1	105.1	120.13	144.47	1.8	-9999.99	0.014	not applicable	amb	low	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Arnica montana	A	F	11.01	46.01	1770	1993/1996	28.31	113.24	30.44	91.79	1.28	-9999.99	0.014	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Plantago atrata	A	F	11.01	46.01	1540	1993/1996	50.72	121.72	56.55	150.71	1.44	-9999.99	0.014	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	23.47	62.87	28.38	49.87	1.51	-9999.99	0.014	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	47.7	102.5	46.21	68.68	2.03	-9999.99	0.014	not applicable	ele	fertilised	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Rodriguez Calcerrada et al 2008	Quercus pyrenaica	A	D	-3.3	41.07	50	2005	70.8	144	56.33	127.17	1.22	-9999.99	0.014	not applicable	not applicable	not applicable	not applicable	high (pre-flush)	not applicable	not applicable	25	Dreyer et al 2001	Bauer et al 2001; Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1000	0.24	-9999.99	20	temperature reported as 25.8
Bauer et al 2001	Quercus rubra	A	D	-71.03	42.21	40	1997	29.37	46.22	28.42	36.28	0.69	-9999.99	0.014	not applicable	ele	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Bauer et al 2001	Acer rubrum	A	D	-71.03	42.21	40	1997	30.84	52.99	29.85	41.6	0.48	-9999.99	0.014	not applicable	ele	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	6.4	28.3	22.45	48.67	1.1	-9999.99	0.015	not applicable	ele	low	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	14.4	53.5	50.52	91.62	1.3	-9999.99	0.015	not applicable	ele	high	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	11.5	31.9	28.72	44.45	1.1	-9999.99	0.015	not applicable	ele	low	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	15.1	38.4	37.71	53.48	1	-9999.99	0.015	not applicable	ele	low	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	26.4	61.3	65.93	85.1	1.9	-9999.99	0.015	not applicable	amb	high	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	71	176.8	177.32	236.65	2.6	-9999.99	0.015	not applicable	amb	high	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Calluna vulgaris	A	E	11.01	46.01	1770	1993/1996	15.72	41.44	13.74	53.56	1.06	-9999.99	0.015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Koeleria pyramidata	A	G	11.01	46.01	1540	1993/1996	26.33	69.44	46.84	109.29	1.66	-9999.99	0.015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Trollius europaeus	A	F	11.01	46.01	1540	1993/1996	34.1	90.76	40.86	102.6	1.55	-9999.99	0.015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Trollius europaeus	A	F	11.01	46.01	1770	1993/1996	34.1	90.76	76.5	206.7	1.55	-9999.99	0.015	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Calfapietra et al 2005	Populus x euramericana	A	D	11.48	42.22	150	2003	36.3	94.2	35.17	63.69	2.1	-9999.99	0.015	not applicable	amb	fertilised	not applicable	middle	not applicable	not applicable	25	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1200	-9999.99	-9999.99	-9999.99	
Rodriguez Calcerrada et al 2008	Quercus pyrenaica	A	D	-3.3	41.07	50	2005	77.2	183	61.42	159.78	1.45	-9999.99	0.015	not applicable	not applicable	not applicable	not applicable	high	not applicable	not applicable	25	Dreyer et al 2001	Bauer et al 2001; Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1000	0.24	-9999.99	20	temperature reported as 25.8
Bauer et al 2001	Acer rubrum 	A	D	-71.03	42.21	40	1997	41.02	69.54	39.7	54.54	0.67	-9999.99	0.015	not applicable	amb	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Bauer et al 2001	Betula alleghaniensis	A	D	-71.03	42.21	40	1997	44.33	74.43	42.9	58.37	0.82	-9999.99	0.015	not applicable	ele	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	13	47.5	45.61	81.45	1.5	-9999.99	0.016	not applicable	ele	low	not applicable	shade	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	13.1	43.4	45.96	74.47	1.2	-9999.99	0.016	not applicable	ele	high	not applicable	shade	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 91)	G	E	26.55	58.42	65	2000	34.3	-9999.99	71.7	-9999.99	1.53	-9999.99	0.016	not applicable	not applicable	fertilised	fertilised	shade	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 21)	A	E	26.55	58.42	65	2000	51.25	-9999.99	107.14	-9999.99	2.06	-9999.99	0.016	not applicable	not applicable	fertilised	fertilised	sun	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	19	49.1	47.45	68.29	1.4	-9999.99	0.016	not applicable	ele	high	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	20.6	49.7	51.45	69.12	1	-9999.99	0.016	not applicable	amb	low	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	28.8	87.2	71.93	120.42	1.2	-9999.99	0.016	not applicable	ele	low	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	45.2	99.4	112.89	136.85	1.4	-9999.99	0.016	not applicable	amb	low	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Sesleria varia	A	G	11.01	46.01	1900	1997	31.06	76.28	44.3	89.31	1.35	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Plantago media	A	F	11.01	46.01	1900	1997	55.18	137.04	54.76	153.17	1.53	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Briza media	A	G	11.01	46.01	1900	1997	58.83	151.8	59.05	171.59	1.47	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Bown et al 2007	Pinus radiata (Clone A)	G	E	176.13	-38.26	600	2005	14.9	24.9	26.03	29.17	0.4	0.12	0.016	<1	not applicable	low	high	not applicable	not applicable	not applicable	20	not applicable	not applicable	-9999.99	30.6	25.94	-9999.99	3.51	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Bown et al 2007	Pinus radiata (Clone A)	G	E	176.13	-38.26	600	2005	15.05	24.65	26.29	28.89	0.39	0.04	0.016	<1	not applicable	low	low	not applicable	not applicable	not applicable	20	not applicable	not applicable	-9999.99	30.6	25.94	-9999.99	3.51	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Bown et al 2007	Pinus radiata (Clone A)	G	E	176.13	-38.26	600	2005	17.25	26.39	30.14	30.85	0.72	0.03	0.016	<1	not applicable	high	low	not applicable	not applicable	not applicable	20	not applicable	not applicable	-9999.99	30.6	25.94	-9999.99	3.51	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Bown et al 2007	Pinus radiata (Clone A)	G	E	176.13	-38.26	600	2005	21.33	33.22	37.26	38.47	0.55	0.06	0.016	<1	not applicable	high	high	not applicable	not applicable	not applicable	20	not applicable	not applicable	-9999.99	30.6	25.94	-9999.99	3.51	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Plantago media	A	F	11.01	46.01	1540	1993/1996	45.42	181.68	56.89	131.02	1.28	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Achillea millefolium	A	F	11.01	46.01	1770	1993/1996	60.5	118.36	88.34	141.25	1.9	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Ranunculus acris	A	F	11.01	46.01	1770	1993/1996	78.8	180.36	78.88	205.3	2.04	-9999.99	0.016	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	38.31	87.68	46.32	66.99	1.84	-9999.99	0.016	<1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Bauer et al 2001	Betula alleghaniensis	A	D	-71.03	42.21	40	1997	58.3	87.4	56.42	68.5	0.85	-9999.99	0.016	not applicable	amb	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	15.6	56.3	54.73	96.35	1.3	-9999.99	0.017	not applicable	amb	low	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	16.4	65.4	57.54	111.67	1.5	-9999.99	0.017	not applicable	amb	low	not applicable	shade	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1999	16.8	60.9	58.94	104.11	1.4	-9999.99	0.017	not applicable	amb	high	not applicable	sun	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Merilo et al 2006	Picea abies (clone 83)	G	E	26.55	58.42	65	2000	39.98	-9999.99	83.58	-9999.99	1.5	-9999.99	0.017	not applicable	not applicable	unfertilised	unfertilised	shade	not applicable	not applicable	15	not applicable	not applicable	-9999.99	41.03	28.21	-9999.99	4.33	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	18	49.3	44.95	68.57	1.1	-9999.99	0.017	not applicable	amb	low	not applicable	sun	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	19.5	47.6	48.7	66.22	1.4	-9999.99	0.017	not applicable	ele	high	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Acer saccharum	A	D	-84.04	45.33	215	1998	19.7	47.1	49.2	65.53	1.4	-9999.99	0.017	not applicable	amb	high	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1998	38.3	82.9	95.65	114.6	1.7	-9999.99	0.017	not applicable	ele	high	not applicable	shade	not applicable	not applicable	18	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Bown et al 2007	Pinus radiata (Clone B)	G	E	176.13	-38.26	600	2005	17.25	26.39	30.14	30.85	0.72	0.03	0.017	<1	not applicable	high	low	not applicable	not applicable	not applicable	20	not applicable	not applicable	-9999.99	30.6	25.94	-9999.99	3.51	standard	Von Caemmerer and Farquhar 1981	no	1500	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Trifolium montanum	A	F	11.01	46.01	1540	1993/1996	50.65	107.44	39.21	116.01	2.27	-9999.99	0.017	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Rodriguez Calcerrada et al 2008	Quercus petraea	A	D	-3.3	41.07	50	2005	86.3	158	68.66	139	1.32	-9999.99	0.017	not applicable	not applicable	not applicable	not applicable	high	not applicable	not applicable	25	Dreyer et al 2001	Bauer et al 2001; Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1000	0.24	-9999.99	20	temperature reported as 25.8
Warren 2004	Eucalyptus globulus	A	E	143.53	-37.03	450	not reported	39	100	33.34	95.94	0.7	-9999.99	0.017	not applicable	not applicable	0.5	not applicable	not applicable	not applicable	not applicable	25	not applicable	not applicable	74.57	-9999.99	-9999.99	2710	3.74	standard	Harley et al 1992	no	2000	0.24	-9999.99	-9999.99	temperature reported as 25(+/-1)
Bauer et al 2001	Quercus rubra 	A	D	-71.03	42.21	40	1997	48.82	82.76	47.24	64.87	0.81	-9999.99	0.017	not applicable	amb	low	not applicable	not applicable	not applicable	not applicable	28.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	study temperature reported as a range of 27 to 30 (not individually reported)
Kubiske et al  2002	Populus tremuloides	A	D	-84.04	45.33	215	1999	16.4	57.2	57.54	97.87	1.8	-9999.99	0.018	not applicable	ele	high	not applicable	shade	not applicable	not applicable	14.5	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1300	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Vaccinium myrtillus	A	D	11.01	46.01	1540	1993/1996	12.96	21.96	19.55	29.66	1.29	-9999.99	0.018	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Trifolium alpinum	A	F	11.01	46.01	1770	1993/1996	24.83	53.92	33.43	65.3	1.73	-9999.99	0.018	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Wohlfahrt et al 1999	Polygonum viviparum	A	F	11.01	46.01	1540	1993/1996	35.36	93.44	37.66	93.44	1.93	-9999.99	0.018	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	20	Leuning 1997	Farquhar et al 1980; Jordan and Ogren 1984	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1200	-9999.99	-9999.99	-9999.99	
Katahata et al 2007	Daphniphyllum humile	G	E	138.4	36.51	900	2003	28.62	74.45	34.61	57.99	1.52	-9999.99	0.018	<1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	22	not applicable	Farquhar et al 1980	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Farquhar et al 1980	no	1000	-9999.99	-9999.99	-9999.99	
Aranda et al 2005	Quercus suber 	A	E	-3.43	39.23	650	not reported	27	68.73	39.37	69.61	1.35	-9999.99	0.018	not applicable	not applicable	not applicable	not applicable	low	water	sufficient	23.4	not applicable	Harley et al 1992	-9999.99	-9999.99	-9999.99	-9999.99	-9999.99	standard	Harley et al 1992	no	1500	-9999.99	-9999.99	-9999.99	
